0,0,未知
1,11,北京
1,12,天津
1,13,河北
1,14,河南
1,15,山西
1,16,山东
1,17,内蒙古
2,21,辽宁
2,22,吉林
2,23,黑龙江
3,31,上海
3,32,江苏
3,33,浙江
3,34,江西
3,35,安徽
4,41,湖北
4,42,湖南
4,43,广东
4,44,广西
4,45,海南
4,46,福建
5,51,四川
5,52,重庆
5,53,贵州
5,54,云南
5,55,西藏
6,61,陕西
6,62,甘肃
6,63,青海
6,64,宁夏
6,65,新疆
7,71,台湾
7,72,香港
7,73,澳门
